Clapeyron Database File
Twu like parameters
species,DIPPR Number,L,M,N,source
"1,1,1,2,2,3,3,4,4-nonafluorononane",,0.773434,0.889742151,2.013640059,
2-heptanol,,1.741513,0.571481941,0.715625422,
"1,1-bis(2-chloroethoxy)ethane",,1.354642,0.999861107,0.852808859,
"1,4-benzodiazine",,0.45975,0.882410145,1.995264786,
"dimethyl terephthalate~|~dimethyl 1,4-benzenedicarboxylate~|~1,4-benzenedicarboxylicaciddimethylester",,0.698887,0.891078921,1.998449533,
1-chlorohexadecane,,0.364373,0.816965534,3.178362446,
"1,10-dichlorodecane",,0.246247,0.804644186,3.477351016,
"1,2-dibromoethane",,0.429998,0.829350678,1.426668872,
2-ethyl-2-hexenal~|~2-ethyl-2-hexen-1-al,,1.2548,0.999787681,0.722180177,
bis(1-methylethyl) butanedioate,,0.384579,0.810741301,2.781781289,
"2,4,6-trimethylpyridine",,0.259427,0.839512139,2.722126198,
"dimethylsuccinate~|~dimethyl 1,4-butanedioate",,0.317709,0.829923857,2.90477176,
pentafluorobenzene,,1.408185,0.960483345,0.596976887,
3-methylpentane,,0.876554,0.857495907,0.793956957,
heptyl formate~|~n-heptyl formate~|~heptyl methanoate~|~formicacidheptylester,,0.0,0.214858178,0.742618324,
"1,1,1,2,2,3,3,4,4-nonafluorodecane",,0.80037,0.891585838,1.992760549,
"6,10-dimethyl-4,5,9-undecatrien-2-one~|~4,5,9-undecatrien-2-one, 6,10-dimethyl-",,0.917081,0.928246981,1.598380693,
dibenzylamine,,2.286316,0.999967918,0.432124166,
2-(2-chloroethoxy)ethanol,,0.785453,0.884042424,2.079993594,
"2,4-dimethylaniline~|~1-amino-2,4-dimethylbenzene",,1.000704,0.890517883,1.001169767,
decyl decanoate,,1.296434,0.952521034,1.321306386,
"n,n,n',n'-tetramethyl-1,3-propanediamine~|~n,n,n',n'-tetramethyl-1,3-diamino propane",,0.531727,0.880045716,2.125221903,
benzyl dichloride~|~benzylidene chloride~|~(dichloromethyl)benzene~|~(dichloromethyl)-benzene,,1.855529,0.001580343,0.70181351,
9-ethylcarbazole,,2.17148,0.998379664,0.415233307,
methyl dodecanoate~|~dodecanoicacidmethylester,,0.707038,0.797778374,1.696790818,
octadecyl acetate~|~octadecyl ethanoate,,1.440852,0.976767571,1.132209515,
"1-butanamine, n-(2-methylpropyl)-",,0.640156,0.915954563,1.741269971,
hydrogen peroxide,,0.409298,0.885244077,2.064609765,
methyl myristate~|~methyl tetradecanoate~|~tetradecanoic acid methyl ester,,0.476115,0.791184319,2.486764743,
"1,2,3,5-tetrachloro-4-ethylbenzene",,0.671697,0.922933168,1.676240479,
hexanenitrile,,0.391224,0.839418372,2.033552012,
"2,4-dimethyl-1-pentanol",,1.713582,0.500381925,0.725025436,
"2,3-xylenol~|~2,3-dimethylphenol",,0.90803,0.980466888,1.106951341,
3-nitrobenzamide,,0.800154,0.887619716,2.037771426,
dimethyl ethanedioate,,0.698249,0.880902985,1.58865458,
2-methyl-5-(1-methylethyl)phenol,,1.586649,0.998806471,0.640865032,
terpinolene~|~1-methyl-4-(1-methylethylidene)cyclohexene,,2.161441,0.599403631,0.453018592,
butene~|~1-butene,,1.001358,0.999675417,0.644755466,
2-sec-butylphenol~|~2-(1-methylpropyl)phenol,,0.333554,0.746764535,2.025749074,
"p-terphenyl~|~1,1'-4',1''-terphenyl",,1.09087,0.975415995,1.121050724,
propane~|~n-propane,,0.813734,0.929511022,0.683735841,
2-methyl-3-butenenitrile,,0.575513,0.923646839,1.669687498,
3-ethyltetracosane,,0.866552,0.860940951,2.382853809,
tetradecane~|~n-tetradecane,,0.5311,0.796152812,2.048249265,
decyl acetate~|~n-decyl acetate~|~aceticaciddecylester,,0.614896,0.853292549,2.497198686,
r23~|~fluoroform~|~trifluoromethane,,0.367081,0.840473652,1.586707006,
hexyl formate~|~n-hexyl formate~|~hexyl methanoate~|~formicacidhexylester,,0.66413,0.899139982,1.910204474,
benzylamine~|~alpha-aminotoluene,,0.408253,0.863029348,2.352720656,
"(9e,11e)-tetradeca-9,11-dienyl acetate",,0.553427,0.829121414,2.92026004,
"glutaraldehyde~|~1,5-pentanedial",,0.471652,0.8619339,2.368223986,
pentachlorophenol,,1.765631,0.976779538,0.632327278,
"cis-1,2,3,5-trans-4,6-cyclohexanehexol",,0.979428,0.848783817,2.568569839,
"n-methyl-2,3-dimethyl-3-phenyl-2-butanamine",,0.979296,0.472789294,0.781211595,
sulfur trioxide,,0.0,0.342325437,1.370591778,
chloropentafluorobenzene,,0.424932,0.814602932,1.720784564,
2-decanone,,1.622042,0.96662781,0.642561375,
dibutylamine~|~di-n-butylamine,,0.210992,0.824435042,3.01573925,
"2,6-dimethyl-7-octen-2-ol",,0.221665,0.794483685,3.766411985,
biphenylene,,0.541606,0.923700179,1.66926758,
1-(1-methylethyl)naphthalene,,0.314931,0.75140575,1.95968561,
phosgene,,0.36404,0.840904016,1.70314989,
"dea~|~diethanolamine~|~2,2'-diethanolamine",,0.684407,0.854051107,2.485054318,
"3,5-dimethyl-3-hexanol",,1.445419,0.998787504,0.707698724,
1-decanenitrile,,0.443186,0.838961614,2.735749389,
chlorocyclohexane,,1.278507,0.941070281,0.540596889,
ethanethiol~|~ethyl mercaptan,,1.291936,0.999396058,0.46248059,
6-methylquinoline,,0.75465,0.944055825,1.404969042,
nonanal~|~1-nonanal,,1.445461,0.995093114,0.709200209,
3-methyl-2-thiabutane~|~methyl isopropyl sulfide,,0.769586,0.829725255,0.845093096,
4-propylphenol,,1.384955,0.99951403,0.764241389,
9-ethyl-9-heptyloctadecane,,2.51256,0.99484088,0.619993115,
heptanenitrile,,0.380647,0.833321718,2.130801381,
pentachlorobenzene,,1.129452,0.999998529,0.968723494,
"2,5-dimethyl-3-hexanol",,0.50302,0.644999946,1.330498892,
tert-butanol~|~2-methyl-2-propanol~|~2-methylpropan-2-ol,,2.080516,0.999991332,0.56116763,
(z)-tricos-9-ene,,0.516346,0.814175767,3.242819252,
indane~|~hydrindene,,0.493743,0.830976358,1.411265383,
"bicyclopentyl~|~1,1'-bicyclopentyl",,0.665102,0.953481433,1.31208556,
cyclononane,,1.214665,0.492371866,0.58241304,
"1,1-diphenylethene",,1.487346,0.999523579,0.663125986,
3-octanol,,2.657938,0.845029403,0.438218567,
"1,2-dichloro-4-(trifluoromethyl)benzene",,0.905161,0.999842466,0.974822525,
"tetrahydro-6-methyl-2h-pyran-2-one~|~2h-pyran-2-one, tetrahydro-6-methyl-",,0.874452,0.807059639,0.930365737,
2-butanethiol~|~sec-butyl mercaptan,,1.369735,0.999954057,0.496180254,
dipropylamine~|~1-propanamine~|~di-n-propylamine,,0.350061,0.858892157,2.411448769,
pyrene,,1.342568,0.99999228,0.654391355,
"ethyl3-ethoxypropanoate~|~ethyl-3-ethoxypropionate~|~ethyl .beta.-ethoxypropionate~|~propionic acid,beta ethoxy,ethyl ester",,0.0,0.137341595,1.014149328,
5-ethylidene-2-norbornene~|~5-ethylidenebicyclo[2.2.1]hept-2-ene~|~cis-5-ethylidenebicyclo[2.2.1]hept-2-ene,,0.14754,0.840177692,2.711579337,
1-ethylnaphthalene,,1.060436,0.999999637,0.928292011,
"r225ca~|~1,1-dichloro-2,2,3,3,3-pentafluoropropane",,0.583233,0.941483758,1.431719393,
"dimethyl 1,7-heptanedioate~|~dimethyl ester heptanedioic acid",,0.836713,0.724644879,1.177810512,
"1,1,2,2-tetrachloroethane",,0.464682,0.79072419,1.335540415,
octyl acetate~|~n-octyl acetate~|~octyl ethanoate~|~aceticacidoctylester,,0.6076,0.828067651,1.909171124,
2-methyl-4-hexanone,,0.0,0.158004676,0.956512776,
"(z)-1,3-dimethylcyclopentane~|~1,cis-3-dimethylcyclopentane~|~cis-1,3-dimethylcyclopentane",,1.399162,0.999851849,0.492516578,
"tetralin~|~1,2,3,4-tetrahydronaphthalene",,0.994052,0.876115575,0.800498699,
cyclopentanethiol,,1.357214,0.999989228,0.513642067,
tridecanoic acid~|~n-tridecanoic acid,,1.53233,0.680420889,0.986686272,
octanal~|~1-octanal,,1.402247,0.998853356,0.696449485,
"2,4-dimethyltetradecane~|~tetradecane, 2,4-dimethyl-",,0.1599,0.786337026,3.998857649,
2-octanol,,2.339203,0.999932649,0.477778653,
3-pentenenitrile,,0.607996,0.915053091,1.749817401,
palmitic acid~|~hexadecanoic acid,,0.716406,0.680113977,1.89715504,
2-ethyl-1-butanol,,1.937206,0.690298801,0.652706859,
"methyllinolenate~|~methyl (z,z,z)-9,12,15-octadecatrienoate",,0.518763,0.81050636,3.330978738,
"glycerol-triacetate~|~glyceryl triacetate~|~glyceryl triethanoate~|~1,2,3-propanetriol-triacetate",,0.541237,0.799551329,2.544764946,
cyclohexyl acetate~|~cyclohexyl ethanoate~|~aceticacidcyclohexylester,,1.238401,0.899394747,0.745358697,
2-methyl-4-tert-butylphenol,,0.34494,0.72612148,1.971634166,
"diethylmalonate~|~diethyl 1,3-propanedioate",,1.40622,0.99968168,0.830982171,
propanal~|~1-propanal~|~propionaldehyde,,1.66106,0.999416284,0.439193662,
7-thiatridecane~|~dihexyl sulfide,,1.423914,0.941796816,0.823353273,
nitrobenzene,,0.476407,0.825898399,1.565067515,
linalool acetate,,0.895245,0.829033239,1.226849963,
dipropyl ether~|~di-n-propylether,,1.360414,0.999999668,0.630260015,
"2,3-dimethyl-2-pentene",,0.472545,0.92259364,1.678884552,
"2,2-dimethyl-3-pentanol",,0.031528,0.78958573,3.916512399,
"mono-methylterephthalate~|~monomethyl terephthalate~|~1,4-benzenedicarboxylic acid, monomethyl ester",,2.063566,0.972361873,0.741229799,
"1,2,3-trichlorobenzene",,1.227646,0.998937564,0.650457034,
"1,4-butanediamine",,2.55553,0.999743475,0.32593087,
cyclohexyl propanoate,,1.344078,0.97306402,0.745537367,
7-hexadecylbicyclo[4.3.0]nonane,,0.85381,0.868880562,2.272007424,
dimethylfurazan,,1.260715,0.999861004,0.834132519,
2-methyl-2-pentanol,,0.081346,0.78888959,3.914436341,
"n,n,n',n'-tetramethylmethanediamine",,0.783702,0.986392126,1.071642577,
isoamyl propionate~|~3-methylbutyl propanoate,,0.0,0.145055145,0.923526879,
parahydrogen~|~para-hydrogen,,0.142927,0.894658846,1.22783e-7,
benzyl benzoate~|~benzoicacidphenylmethylester,,0.295164,0.822266173,3.061320048,
methyloleate~|~methyl cis-9-octadecenoate,,0.614643,0.822756589,3.051101177,
acetic anhydride~|~ethanoic anhydride,,0.422956,0.719704447,1.568657141,
"1,3,5-cycloheptatriene",,1.427529,0.999916383,0.470478042,
heptadecane~|~n-heptadecane,,0.621974,0.784768875,1.985506752,
"1,2-dibromoheptane",,0.99406,0.999824167,1.000267011,
decylcyclopentane,,0.544512,0.83651113,2.097568028,
1-decene,,0.897432,0.827868551,1.072290474,
4-methylcyclohexene,,0.142683,0.846558434,2.605184931,
"mesitylene~|~1,3,5-trimethylbenzene",,0.652221,0.840097311,1.273992577,
"bicyclo[4.1.0]hept-3-ene, 3,7,7-trimethyl-",,1.234652,0.999820108,0.631758048,
2-bromo-4-phenylphenol,,0.648818,0.923577922,1.670387363,
"2,4,6-trinitrotoluene~|~2-methyl-1,3,5-trinitrobenzene",,0.61875,0.857390852,2.434336342,
2-isopropylnaphthalene~|~2-(1-methylethyl)naphthalene,,1.091524,0.999553259,0.897562695,
"2-butanone, 3-hydroxy-3-methyl-",,0.0,0.256188531,0.707898881,
acetol~|~1-hydroxy-2-propanone,,0.689764,0.92368994,1.669174977,
perfluoroheptane~|~perfluoro-n-heptane~|~hexadecafluoroheptane,,1.935439,0.999954925,0.545924732,
acrylonitrile~|~2-propenenitrile,,0.470254,0.854859079,1.462783144,
"n,n-diethylformamide",,0.614325,0.85844746,1.393269408,
".alpha.,.alpha.-dimethoxytoluene",,0.371828,0.829461721,2.913698172,
"triphenylethene~|~triphenylethylene~|~1,1',1''-(1-ethenyl-2-ylidene)tris-benzene",,1.933009,0.955819617,0.506048828,
"di-2-ethylhexylphthalate~|~bis(2-ethylhexyl) phthalate~|~bis(2-ethylhexyl) 1,2-benzenedicarboxylate",,1.407583,0.692323337,1.102021389,
isopropyl (s)-2-hydroxypropionate,,0.673011,0.891706459,1.991273149,
hexadecane~|~n-hexadecane,,0.463822,0.809869392,2.554000841,
methyl cyclobutanecarboxylate,,0.362842,0.818793838,1.535154972,
"2-methyl-1,3-propanediol",,2.392162,0.996229419,0.468676268,
.alpha.-tolualdehyde,,1.516378,0.999910076,0.715136189,
isobutene~|~isobutylene~|~2-methylpropene,,0.655322,0.849156141,0.863337837,
phenyl phenylacetate,,1.144702,0.508973718,0.889377103,
methanal~|~formaldehyde,,0.775405,0.859362744,0.774844166,
2-phenylethanol,,1.598156,0.851303436,0.621492342,
2-propanethiol~|~2-propyl mercaptan~|~isopropyl mercaptan,,1.373581,0.999864466,0.460303819,
"glycol~|~1,2-ethanediol~|~ethylene glycol",,1.348704,0.999982609,0.825907647,
(bromomethyl)benzene,,0.689591,0.913326494,1.76635271,
4-dodecanol,,1.415743,0.001813273,0.99307446,
diphenylamine,,0.497513,0.864974266,2.324998122,
valeronitrile~|~pentanenitrile,,0.251488,0.847426385,2.590673821,
"1,1-dicyclohexylethane",,1.260611,0.99984782,0.814170583,
"1,3,5-triethylbenzene",,0.6932,0.832932043,1.403280681,
"2,4-dinitrotoluene~|~1-methyl-2,4-dinitrobenzene",,0.412653,0.834467166,2.573823751,
"3,5-dichloroaniline",,0.625398,0.913594241,1.76370082,
ethyltrichlorosilane~|~trichloroethylsilane~|~ethyl silicon trichloride,,0.53562,0.936424808,1.491782002,
"2,4-dimethyl-2-pentanol",,0.0,0.156286608,1.01635919,
chinoline~|~quinoline,,0.726214,0.837941272,1.064857944,
m-nitroaniline~|~3-nitrobenzenamine~|~3-aminonitrobenzene,,1.314832,0.999655442,0.892630644,
cis-decalin~|~decahydronaphthalene~|~cis-decahydronaphthalene,,0.369263,0.859207727,2.401191969,
ethyl nitrite,,0.586276,0.921277433,1.69131432,
furfuryl alcohol~|~2-hydroxymethylfuran,,0.536601,0.855894788,2.449315681,
(3-methylbutyl)benzene,,0.558096,0.908023671,1.817697532,
"bis((2,2,3,3,4,4,5,5-octafluoropentyl)oxy)methane",,0.708418,0.843118821,2.663102534,
aniline,,1.770145,0.999936887,0.448097592,
pyrrole,,1.253371,0.999996567,0.647033219,
4-fluorotoluene~|~1-fluoro-4-methylbenzene,,0.749028,0.840506935,0.949967449,
(e)-2-hexen-1-ol,,0.604425,0.831210052,2.009463485,
"5,6-dihydro-2-methyl-2h-pyran",,0.456975,0.923687479,1.669129927,
spiro[6.5]dodecane,,0.0,0.205439758,0.907528038,
"4-(1-methylethyl)-1,1'-biphenyl",,1.671818,0.476383059,0.74662769,
re143a~|~hfe143m~|~trifluoromethoxymethane~|~trifluoromethyl methyl ether,,0.442216,0.92358131,1.670143188,
dimethylamine,,1.673742,0.999757033,0.460523512,
4-(1-methylethyl)phenol,,2.221454,0.459861723,0.553300471,
hexylbenzene~|~n-hexylbenzene,,1.493088,0.981381452,0.660259783,
"dmf~|~dimethylformamide~|~n,n-dimethylformamide",,0.171351,0.836679002,2.776352715,
"benzene, chloropentaethyl-",,0.716153,0.904119355,1.858042918,
1-chlorooctane,,0.598481,0.828859301,1.546386709,
2-thiahexane~|~methylbutyl sulfide~|~1-(methylthio)butane~|~methyl n-butyl sulfide~|~methyl-n-butyl sulfide,,1.170794,0.911442163,0.665029718,
4-methyl-1-pentanol,,2.758388,0.706013481,0.458173649,
isobutylisobutyrate~|~2-methylpropyl 2-methylpropanoate,,1.371448,0.999370507,0.673270453,
methyl p-(methylamino)benzoate,,0.93114,0.888449613,2.028446555,
"1-hydroxy-2,4,5-trimethylbenzene",,0.896298,0.743212902,1.094047677,
1-chlorododecane,,0.404821,0.831983199,2.789367611,
2-dodecanol,,2.919238,0.782868218,0.445250534,
propyl decanoate~|~decanoic acid propyl ester,,1.145003,0.929619841,1.268384324,
6-methyl-5-hepten-2-ol,,2.049313,0.998367529,0.577420499,
"3-(1,1-dimethylethyl)-1,1'-biphenyl",,0.852616,0.838232021,1.24462122,
"p-tert-octylphenol~|~4-(1,1,3,3-tetramethylbutyl)phenol~|~4-(1,1,3,3-tetramethylbutyl)-phenol",,0.0,0.276779564,1.121792472,
7-hexadecylspiro[4.5]decane,,0.846682,0.87108154,2.242519339,
dodecylbenzene~|~n-dodecylbenzene~|~1-phenyldodecane,,0.804685,0.799500186,1.607157174,
1-octanamine~|~n-octylamine,,1.444001,0.98283478,0.690851955,
pentadecane~|~n-pentadecane,,0.615632,0.78895373,1.89947449,
"1,1,1,2,2-pentafluoro-3-(1,1,2,2-tetrafluoroethoxy)propane",,0.251922,0.723571679,2.230855729,
m-toluidine~|~3-methylaniline~|~m-methylaniline,,0.696547,0.777569582,1.221134215,
o-ethylaniline~|~2-ethylaniline~|~2-ethylbenzeneamine,,0.751304,0.843245057,1.309156373,
phenylphosphonic dichloride,,0.0,0.292719966,0.557262808,
"3-bromo-2,4,6-trichlorophenol",,2.695671,0.92127768,0.26670807,
2-propanol~|~propan-2-ol~|~isopropanol,,1.135613,0.967856561,1.194964627,
1-hexadecanamine,,0.793974,0.895132413,1.953403231,
"2,5-dihydrothiophene",,0.287986,0.87346585,2.211338774,
"3,3-dimethyl-2-butanol",,0.0,0.239715749,1.053907502,
1-isopropyl-4-methylcyclohexane,,1.398945,0.99945893,0.539599016,
2-chlorophenol~|~o-chlorophenol,,1.213814,0.974396902,0.686974826,
octene~|~1-octene~|~oct-1-ene,,1.042664,0.882899473,0.834152399,
"methyl t-butyl sulfide~|~3,3-dimethyl-2-thiabutane~|~methyl-tert-butylthioether~|~2-methyl-2-(methylthio)-propane~|~methyl-t-butyl sulfide",,0.799957,0.80892518,0.803069409,
3-decylbicyclo[4.3.0]nonane,,0.823863,0.885620889,2.061323504,
"3,6-dioxa-1-decanol~|~diethyleneglycolmonobutylether",,0.919967,0.772096075,1.252601312,
"2,5-bis(1,1-dimethylethyl)furan",,0.0,0.195596826,0.810455453,
benzoyl chloride,,0.607254,0.806761272,1.260785537,
"2,3,3-trimethyl-2-butanol",,0.680471,0.890769453,2.0020029,
amyl butyrate~|~pentylbutyrate~|~pentyl butanoate,,0.370159,0.837900245,2.622162209,
"1,2-dimethylnaphthalene",,1.276705,0.99997405,0.767441345,
"1-butanamine, n-ethyl-",,0.352748,0.853483902,2.494251121,
ethynylbenzene~|~1-phenylethyne~|~phenylacetylene,,1.615596,0.99998102,0.418469757,
"n,n-diethylaniline~|~n,n-diethyl-benzeneamine",,0.37228,0.846659629,2.603160515,
1-(1-isocyanato-1-methylethyl)-4-(1-methylethenyl)benzene,,2.549778,0.930825565,0.354099978,
"2,3-butanediol",,0.791701,0.846899592,1.808895507,
"1,2,4-trimethylcyclohexane",,0.508293,0.917907779,1.7225069,
8-butyl-3-hexylbicyclo[4.3.0]nonane,,0.836818,0.885468852,2.063078129,
"butyl 1,1-dimethylpropyl ether",,1.449236,0.524891577,0.618661358,
alpha-methylstyrene~|~(1-methylethenyl)benzene,,0.380511,0.80472843,1.669953069,
"propylenecarbonate~|~4-methyl-1,3-dioxolan-2-one",,0.873414,0.900779079,1.060877681,
acridine,,0.981888,0.987174171,1.068017716,
2-methylbutyric acid~|~2-methylbutanoic acid,,1.345692,0.999761101,0.970472912,
2-pentene~|~(z)-2-pentene~|~cis-2-pentene,,0.997924,0.910005627,0.744413844,
"1,4-dimethylcyclohexane~|~trans-1,4-dimethylcyclohexane",,0.47539,0.923450723,1.668599577,
caprolactam~|~epsilon-caprolactam~|~1-aza-2-cycloheptanone,,0.699231,0.899211857,1.909489265,
isopentyl isovalerate~|~3-methylbutyl 3-methylbutanoate~|~3-methyl-butanoicacid-3-methylbutylester~|~3-methylbutanoic acid 3-methylbutyl ester,,0.263863,0.82485384,2.99771705,
"ethyl (s,2e,4e)-3,7,11-trimethyldodeca-2,4-dienoate",,0.600328,0.832841091,2.848521438,
2-methyl-2-butanethiol~|~2-methyl-2-butyl mercaptan,,0.884899,0.819210271,0.722944351,
"2,4-pentanediol~|~(+-)-2,4-pentanediol",,0.0,0.141987639,1.004216532,
"1,10-di(1-naphthyl)decane",,0.857121,0.86003713,2.395567207,
hexyl propanoate,,0.501426,0.850711443,2.536700793,
"2-mercaptoethanol~|~ethanol, 2-mercapto-",,0.543881,0.624758694,1.311165855,
2-butylnaphthalene,,1.404334,0.999767234,0.766324795,
hexadecanenitrile,,2.146649,0.999677884,0.537326465,
(s)-4-octanol,,1.223198,0.630982898,0.916205432,
"2,2,3-trimethyl-3-pentanol",,1.285929,0.999890584,0.809560197,
"1,1,1,2,2,3,3-heptafluoro-3-fluoromethoxypropane",,0.0,0.151121095,0.975818513,
triphenylmethane,,1.302282,0.948472576,0.885840569,
1-[1-methyl-2-(1-methylethoxy)ethoxy]-2-propanol,,0.73874,0.895313566,1.95132742,
nonanoic acid~|~n-nonanoic acid,,0.084417,0.643011703,2.796068054,
pentylamine~|~n-pentylamine~|~1-pentanamine~|~1-aminopentane~|~1-pentylamine,,1.205909,0.999545389,0.763327175,
.alpha.-ionone,,1.280044,0.859773584,0.753195899,
"1,4-dimethyl-5-octylnaphthalene",,0.861571,0.875931632,2.179731989,
undecane~|~n-undecane,,0.344983,0.838161096,2.750159502,
2-ethylbutyric acid~|~2-ethylbutanoic acid,,1.403908,0.968126333,0.919363739,
"1,3,5-trimethyl-2-octadecylcyclohexane",,0.0,0.13411543,1.416811665,
"cis-stilbene~|~(z)-1,2-diphenylethene",,0.998209,0.661764128,0.82814599,
methyl stearate~|~methyl octadecanoate~|~octadecanoicacidmethylester,,0.949113,0.884078213,2.079502131,
2-propylamine~|~2-propanamine~|~isopropylamine,,1.707353,0.999996539,0.439139979,
allyl isothiocyanate,,0.869189,0.691988553,0.583469855,
oxacyclohexadecan-2-one,,0.0,0.317654933,0.92401586,
heptylbenzene~|~n-heptylbenzene,,0.832933,0.815826054,1.243700483,
2-methyl-3-buten-2-ol,,0.0,0.226298216,1.053017541,
"2,2,4-trimethyl-3-pentanol",,0.634545,0.650422236,1.216891351,
oleic acid~|~cis-9-octadecenoic acid~|~(z)-9-octadecenoic acid,,1.954381,0.999645351,0.986794482,
2-[2-(ethenyloxy)ethoxy]ethanol,,0.0,0.112617388,1.305414327,
6-thiaundecane,,1.291261,0.94705281,0.828764364,
"n,n-diethylpropane-1,3-diamine~|~n,n-diethyl-1,3-diaminopropane",,1.28578,0.999045709,0.836386246,
1-phenylethanol~|~sec-phenethylalcohol~|~alpha.-phenylethanol~|~alpha-methylbenzyl alcohol,,1.206174,0.672245121,0.79212596,
(1-chloroethyl)benzene,,0.636416,0.92352094,1.670701312,
ethyl levulinate~|~4-oxo-pentanoic acid ethyl ester,,0.310728,0.821759173,3.056997094,
undecanal~|~undecanaldehyde,,1.825549,0.998704284,0.585090877,
4-(2-methylpropyl)phenol,,1.630735,0.998355725,0.657876779,
2-ethylnaphthalene,,1.277243,0.93632043,0.713577095,
cyclohexyl formate~|~cyclohexyl methanoate~|~formicacidcyclohexylester,,1.02279,0.874379826,0.931013054,
benzyl acetate~|~benzyl ethanoate~|~acetic acid benzyl ester~|~aceticacidphenylmethylester,,1.237516,0.999479001,0.841368083,
"2,2,4-trimethyl-1-pentanol",,1.926299,0.999913165,0.581060382,
1-pentadecanol,,2.273775,0.97851121,0.580322649,
"1,2,4-trizolo[1,5-a]pyrimidine",,0.728447,0.909370078,1.805193905,
4-methyl-1-pentene,,1.919771,0.999262835,0.373819246,
pentyl benzyl ether,,0.68919,0.914130436,1.758682331,
"r134~|~1,1,2,2-tetrafluoroethane",,0.588272,0.945938433,1.385635307,
propionic anhydride~|~propanoic anhydride,,0.141961,0.806978265,3.418911974,
pentatriacontane,,1.806943,0.908540843,1.13737011,
stearic acid~|~octadecanoic acid,,2.302874,0.999555934,0.681450443,
eicosane~|~n-eicosane,,1.393792,0.977288063,1.116437903,
m-chloroaniline~|~3-chlorobenzenamine~|~3-chlorobenzeneamine,,0.438393,0.855035742,1.869612868,
"2,6,10-trimethyl-14-pentadecanone~|~6,10,14-trimethyl-2-pentadecanone",,0.748548,0.891738907,1.990898984,
"mdea~|~methyl diethanolamine~|~n-methyldiethanolamine~|~2,2'-(methylimino)bis-ethanol",,1.427455,0.765489194,0.811858164,
bucooh~|~n-bucooh~|~pentanoic acid~|~n-pentanoic acid,,0.236439,0.805035283,3.466046459,
"1,2-hexanediol",,2.008533,0.920437837,0.589813862,
"1,1-diphenylpropane",,1.336386,0.703524611,0.732492173,
"cis-1,3-dimethylcyclohexane",,0.789625,0.846611153,0.922953582,
"n-methylpropane-1,3-diamine~|~1,3-propanediamine, n-methyl-",,0.243408,0.822182846,3.063429208,
"ethylidene diacetate~|~ethylidene diethanoate~|~1,1-ethanedioldiacetate",,1.149567,0.982967364,1.076854315,
cyclohexanone,,1.446941,0.99999605,0.477358866,
"1,2-diphenylpropane",,1.449846,0.998634287,0.686024203,
"5,8,11-trioxapentadecane~|~diethyleneglycoldibutylether~|~diethylene glycol di-n-butyl ether",,0.702911,0.882841524,2.094393416,
"pentane, undecafluoro-2-(trifluoromethyl)-",,0.612251,0.922613224,1.678784397,
butyl levulinate~|~levulinic acid n-butyl ester,,0.655055,0.882633825,2.09588608,
1-chloroheptane,,0.502869,0.816518863,1.693514078,
"2,4-dimethyl-1,3-dioxolane",,0.628584,0.911586515,1.783292404,
2-(ethenyloxy)ethanol,,0.204794,0.798932156,3.615487979,
"1,4-butadiol~|~1,4-butanediol",,1.494136,0.999969543,0.887908941,
1-propylnaphthalene~|~1-n-propylnaphthalene,,0.196729,0.821288515,3.080837032,
1-chloro-3-ethenylbenzene,,0.532095,0.846613186,1.370742508,
4'-methoxyacetophenone,,1.168536,0.981892765,1.030206816,
"4,5-dithiaoctane~|~dipropyldisulfide~|~di-n-propyl disulfide",,1.005466,0.843669805,0.859982644,
diethyleneglycol bis(chloroethanoate),,1.395699,0.960148845,1.253451529,
"1,3-dibromo-2-methylpropane",,0.628048,0.923694236,1.669327446,
1-chloro-1-methylcyclopentane,,1.054719,0.999930683,0.743154903,
propanol~|~1-propanol~|~propan-1-ol,,1.088534,0.955650171,1.202455749,
"1,3-propanediol~|~propan-1,3-diol~|~1 3-propylene glycol~|~1,3-propylene glycol",,1.345334,0.999998435,0.938951906,
"bicyclo[2.2.1]hepta-2,5-diene",,0.149866,0.847956584,2.580970162,
4-methyl-2-hexanone,,1.995424,0.692486752,0.476728739,
"methyl 4-pyridinecarboxylate~|~4-pyridinecarboxylic acid, methyl ester",,0.690925,0.921722825,1.687209298,
"2,3-dichloro-1,1,1-trifluoropropane~|~1,2-dichloro-3,3,3-trifluoropropane",,0.509178,0.923690564,1.669380644,
1-chlorotetradecane,,0.736238,0.903767561,1.861652156,
ethyl 2-hydroxybenzoate,,0.371205,0.839690135,2.713649708,
"nonanoic acid, 9-hydroxy-, .theta.-lactone",,0.0,0.299932073,0.640995898,
perfluoroheptanoic acid~|~tridecafluoroheptanoic acid,,1.862115,0.99946479,0.826938859,
1-nonene,,1.037073,0.861389072,0.863358251,
nonacosane,,1.842934,0.997450076,0.974483878,
"1,3,5-triphenylbenzene",,1.301447,0.75309837,1.08692061,
(1-iodoethyl)benzene,,0.845425,0.915425339,1.746028905,
heptanal~|~1-heptanal,,0.279907,0.843596105,2.653979077,
"2,2,4,10,12,12-hexamethyl-7-(3,5,5-trimethylhexyl)tridecane",,1.434504,0.976299258,1.135013795,
"1,3-dioxane, 5,5-dimethyl-2-phenyl-",,0.371014,0.80989192,2.257750785,
(-)-.alpha.-bisabolol,,0.464614,0.812629331,3.279344261,
acetamide~|~ethanamide,,1.469978,0.999985102,0.781472554,
